source_file,kind,n,k,third,alpha,value_mean,gap_mean,generated_ops_mean,states_mean,time_total_mean,time_first_mean,time_second_mean,time_third_mean
week3_kind_compare.csv,uniform,10,1,dp,2,225.65770060633335,1.0707531230466711,3790.0,2816.0,0.002264984,2.2773666666666665e-05,0.0002758463333333333,0.001963362
week3_kind_compare.csv,uniform,10,2,dp,2,223.12639424,0.0,9670.0,2816.0,0.004824061,0.00015004733333333334,0.0007373783333333334,0.003933259000000001
week3_kind_compare.csv,uniform,10,inf,dp,2,223.12639424,0.0,28160.0,2816.0,0.016457954333333333,0.002733034,0.004272515333333333,0.009447374333333333
week3_kind_compare.csv,uniform,11,0,dp,2,253.7402276263333,3.6236006529099996,1221.0,6144.0,0.005780658,0.0003353636666666667,9.782966666666666e-05,0.005340396333333333
week3_kind_compare.csv,uniform,11,1,dp,2,248.1626326426667,1.2847303604533333,5676.0,6144.0,0.0060482700000000006,3.247933333333333e-05,0.00042457733333333336,0.005584871333333334
week3_kind_compare.csv,uniform,11,2,dp,2,244.956026945,0.0,16236.0,6144.0,0.017125405666666666,0.00016695966666666667,0.0012405216666666666,0.01571185
week3_kind_compare.csv,uniform,11,inf,dp,2,244.956026945,0.0,67584.0,6144.0,0.07181658933333333,0.006197695333333334,0.018325122666666666,0.04728617633333334
week3_kind_compare.csv,uniform,12,0,dp,2,254.98135883866667,4.68766493794,1596.0,13312.0,0.006312272,1.2549333333333334e-05,0.00022852933333333334,0.006064394
week3_kind_compare.csv,uniform,12,1,dp,2,246.930347394,1.31253380284,8196.0,13312.0,0.017671011666666667,8.256933333333334e-05,0.0005579073333333333,0.017023024
week3_kind_compare.csv,uniform,12,2,dp,2,243.68700878433333,0.0,26016.0,13312.0,0.04738252933333333,0.000217062,0.0021786923333333335,0.044978935666666664
week3_kind_compare.csv,uniform,12,inf,dp,2,243.68700878433333,0.0,159744.0,13312.0,0.292061694,0.023358308999999997,0.04310566033333333,0.225589348
week3_uniform_k_compare.csv,uniform,8,0,astar,2,232.99611838366664,6.298751186446668,456.0,548.3333333333334,0.000675733,4.104666666666667e-06,3.8914e-05,0.0006270286666666667
week3_uniform_k_compare.csv,uniform,8,0,dp,2,232.99611838366664,6.298751186446668,456.0,576.0,0.000253394,7.778666666666667e-06,5.134333333333333e-05,0.000187798
week3_uniform_k_compare.csv,uniform,8,1,astar,2,219.01181394666665,0.0,1464.0,537.3333333333334,0.0011247683333333333,1.7308e-05,0.00015904466666666667,0.0009440393333333334
