kind,n,seed,alpha,k,third,value,gap_vs_unrestricted_pct,generated_ops,reached_or_expanded_states,time_first,time_second,time_third,time_total
uniform,11,1,2,inf,astar,262.645019662,0,67584,5762,0.007888066,0.010640779,0.059581841,0.078118804
uniform,11,2,2,0,dp,258.8667594,7.84817407952,1221,6144,6.611e-06,6.5592e-05,0.001993397,0.002071084
uniform,11,2,2,1,dp,245.367550437,2.22418032451,5676,6144,3.0113e-05,0.000419222,0.006603224,0.007057213
uniform,11,2,2,2,dp,240.028875417,0,16236,6144,0.000157243,0.001231288,0.013785881,0.015180869
uniform,11,2,2,inf,dp,240.028875417,0,67584,6144,0.005674711,0.014596165,0.042063748,0.062341783
uniform,11,2,2,0,astar,258.8667594,7.84817407952,1221,6020,7.921e-06,6.6662e-05,0.008353272,0.008434976
uniform,11,2,2,1,astar,245.367550437,2.22418032451,5676,5967,3.1276e-05,0.000406148,0.017748129,0.018192909
uniform,11,2,2,2,astar,240.028875417,0,16236,5853,0.000173752,0.001252563,0.027966501,0.029400391
uniform,11,2,2,inf,astar,240.028875417,0,67584,5853,0.005731979,0.012734695,0.058714229,0.077189016
uniform,12,0,2,0,dp,242.879535851,4.19227820081,1596,13312,9.595e-06,9.6737e-05,0.004749526,0.004862802
uniform,12,0,2,1,dp,233.10704022,0,8196,13312,4.2173e-05,0.000560559,0.016626929,0.01723498
uniform,12,0,2,2,dp,233.10704022,0,26016,13312,0.000222938,0.001876476,0.048037638,0.050144134
uniform,12,0,2,inf,dp,233.10704022,0,159744,13312,0.01984508,0.039706752,0.200519566,0.26007982
uniform,12,0,2,0,astar,242.879535851,4.19227820081,1596,12288,1.3544e-05,8.5707e-05,0.019051682,0.019158947
uniform,12,0,2,1,astar,233.10704022,0,8196,11882,4.2562e-05,0.000533695,0.041661058,0.0422472
uniform,12,0,2,2,astar,233.10704022,0,26016,11882,0.000212373,0.001992352,0.081840857,0.084055028
uniform,12,0,2,inf,astar,233.10704022,0,159744,11882,0.019865947,0.037760524,0.257360891,0.314996369
