kind,n,seed,alpha,k,third,value,gap_vs_unrestricted_pct,generated_ops,reached_or_expanded_states,time_first,time_second,time_third,time_total,source_file
1-center,9,1,2,inf,dp,159.139940378,0.0,11520,1280,0.000913977,0.00108256,0.001884,0.003882975,week3_kind_compare.csv
1-center,9,2,2,0,dp,185.458150928,1.22880539115,657,1280,2.926e-06,3.7229e-05,0.000309106,0.000351452,week3_kind_compare.csv
1-center,9,2,2,1,dp,183.206894729,0.0,2421,1280,1.6485e-05,0.000233761,0.000703246,0.000955951,week3_kind_compare.csv
1-center,9,2,2,2,dp,183.206894729,0.0,5445,1280,9.557e-05,0.000564793,0.0030151,0.0036792,week3_kind_compare.csv
1-center,9,2,2,inf,dp,183.206894729,0.0,11520,1280,0.000979606,0.001128852,0.001945657,0.004058997,week3_kind_compare.csv
1-center,10,0,2,0,dp,177.454030624,0.0,910,2816,3.815e-06,4.8862e-05,0.000782009,0.000838636,week3_kind_compare.csv
1-center,10,0,2,1,dp,177.454030624,0.0,3790,2816,2.2069e-05,0.000262835,0.001929821,0.002217822,week3_kind_compare.csv
1-center,10,0,2,2,dp,177.454030624,0.0,9670,2816,0.000106129,0.00073862,0.00382777,0.004675344,week3_kind_compare.csv
1-center,10,0,2,inf,dp,177.454030624,0.0,28160,2816,0.002225034,0.00460061,0.008549987,0.01538123,week3_kind_compare.csv
1-center,10,1,2,0,dp,169.53347022,0.660816603307,910,2816,4.862e-06,5.441e-05,0.000788254,0.000852175,week3_kind_compare.csv
1-center,10,1,2,1,dp,168.420519464,0.0,3790,2816,2.2578e-05,0.000276505,0.001832142,0.002134333,week3_kind_compare.csv
1-center,10,1,2,2,dp,168.420519464,0.0,9670,2816,0.000106733,0.001624581,0.003896862,0.005632783,week3_kind_compare.csv
1-center,10,1,2,inf,dp,168.420519464,0.0,28160,2816,0.002284646,0.002933772,0.009011707,0.014236338,week3_kind_compare.csv
1-center,10,2,2,0,dp,191.31729413,4.42690730228,910,2816,4.333e-06,5.105e-05,0.000808566,0.000868345,week3_kind_compare.csv
1-center,10,2,2,1,dp,183.206894729,0.0,3790,2816,2.2775e-05,0.000256219,0.001834179,0.002116296,week3_kind_compare.csv
1-center,10,2,2,2,dp,183.206894729,0.0,9670,2816,0.000103116,0.000733774,0.003826851,0.004667851,week3_kind_compare.csv
1-center,10,2,2,inf,dp,183.206894729,0.0,28160,2816,0.002242906,0.003376509,0.008890033,0.014516371,week3_kind_compare.csv
1-center,11,0,2,0,dp,181.924035709,0.0,1221,6144,5.84e-06,7.4729e-05,0.001885779,0.001972365,week3_kind_compare.csv
1-center,11,0,2,1,dp,181.924035709,0.0,5676,6144,3.0227e-05,0.000368756,0.006059534,0.006463329,week3_kind_compare.csv
1-center,11,0,2,2,dp,181.924035709,0.0,16236,6144,0.000168616,0.001270273,0.014486661,0.015947269,week3_kind_compare.csv
1-center,11,0,2,inf,dp,181.924035709,0.0,67584,6144,0.005793774,0.009729755,0.045868299,0.061400587,week3_kind_compare.csv
1-center,11,1,2,0,dp,178.356395607,4.00046328662,1221,6144,5.379e-06,6.4287e-05,0.001969907,0.002044979,week3_kind_compare.csv
1-center,11,1,2,1,dp,171.495770279,0.0,5676,6144,3.3777e-05,0.000436782,0.006529065,0.007006871,week3_kind_compare.csv
1-center,11,1,2,2,dp,171.495770279,0.0,16236,6144,0.000151724,0.001211009,0.012489513,0.013858976,week3_kind_compare.csv
1-center,11,1,2,inf,dp,171.495770279,0.0,67584,6144,0.006118434,0.010566821,0.048756525,0.065450275,week3_kind_compare.csv
1-center,11,2,2,0,dp,192.189852387,4.66162587153,1221,6144,6.364e-06,7.2609e-05,0.001926384,0.002011256,week3_kind_compare.csv
1-center,11,2,2,1,dp,185.147560987,0.826576004806,5676,6144,3.0963e-05,0.000389476,0.012936785,0.013362069,week3_kind_compare.csv
1-center,11,2,2,2,dp,184.250367855,0.337987815581,16236,6144,0.000148836,0.001202735,0.017944598,0.019302626,week3_kind_compare.csv
1-center,11,2,2,inf,dp,183.629721769,0.0,67584,6144,0.005841453,0.012740409,0.041653316,0.060243196,week3_kind_compare.csv
1-center,12,0,2,0,dp,189.527260926,1.04196248737,1596,13312,1.0796e-05,8.7156e-05,0.004629905,0.004734157,week3_kind_compare.csv
1-center,12,0,2,1,dp,188.283863651,0.37907473047,8196,13312,4.4424e-05,0.000523244,0.015402909,0.015976546,week3_kind_compare.csv
1-center,12,0,2,2,dp,187.57282248,0.0,26016,13312,0.000209169,0.00268599,0.044120844,0.047024078,week3_kind_compare.csv
1-center,12,0,2,inf,dp,187.57282248,0.0,159744,13312,0.020588189,0.034894115,0.197627063,0.253117579,week3_kind_compare.csv
1-center,12,1,2,0,dp,177.041077182,4.01668786801,1596,13312,1.4481e-05,8.7135e-05,0.00513375,0.005240713,week3_kind_compare.csv
1-center,12,1,2,1,dp,170.204493924,0.0,8196,13312,4.2212e-05,0.002150641,0.015994537,0.018194772,week3_kind_compare.csv
1-center,12,1,2,2,dp,170.204493924,0.0,26016,13312,0.000211,0.001894268,0.042503547,0.04461575,week3_kind_compare.csv
1-center,12,1,2,inf,dp,170.204493924,0.0,159744,13312,0.016926819,0.046897738,0.199554226,0.263386221,week3_kind_compare.csv
1-center,12,2,2,0,dp,215.428625702,6.25978972616,1596,13312,1.487e-05,8.7014e-05,0.004968175,0.005075617,week3_kind_compare.csv
1-center,12,2,2,1,dp,206.138857052,1.67762772181,8196,13312,4.2904e-05,0.000580108,0.015429159,0.016059686,week3_kind_compare.csv
1-center,12,2,2,2,dp,202.737673637,0.0,26016,13312,0.000235086,0.001931937,0.040862033,0.043035954,week3_kind_compare.csv
1-center,12,2,2,inf,dp,202.737673637,0.0,159744,13312,0.016106449,0.038112894,0.215454598,0.269680977,week3_kind_compare.csv
2-center,8,0,2,0,dp,209.280467972,0.0,456,576,3.58e-06,4.0458e-05,0.000127144,0.000178089,week3_kind_compare.csv
2-center,8,0,2,1,dp,209.280467972,0.0,1464,576,1.3296e-05,0.000108387,0.000221825,0.000345331,week3_kind_compare.csv
2-center,8,0,2,2,dp,209.280467972,0.0,2864,576,5.2895e-05,0.000273022,0.000332532,0.000660133,week3_kind_compare.csv
2-center,8,0,2,inf,dp,209.280467972,0.0,4608,576,0.000322207,0.000493302,0.000444073,0.00126134,week3_kind_compare.csv
2-center,8,1,2,0,dp,166.853966482,0.0,456,576,2.184e-06,2.6664e-05,0.000294095,0.000324872,week3_kind_compare.csv
2-center,8,1,2,1,dp,166.853966482,0.0,1464,576,1.2193e-05,0.000104685,0.000218169,0.00033712,week3_kind_compare.csv
2-center,8,1,2,2,dp,166.853966482,0.0,2864,576,5.815e-05,0.000246633,0.000340671,0.000646913,week3_kind_compare.csv
2-center,8,1,2,inf,dp,166.853966482,0.0,4608,576,0.000323014,0.000469594,0.000437857,0.001232244,week3_kind_compare.csv
2-center,8,2,2,0,dp,199.494437321,1.78194822223,456,576,2.217e-06,2.7038e-05,0.000126782,0.000157865,week3_kind_compare.csv
2-center,8,2,2,1,dp,196.001786963,0.0,1464,576,1.1735e-05,0.000102249,0.000224141,0.000339523,week3_kind_compare.csv
2-center,8,2,2,2,dp,196.001786963,0.0,2864,576,5.2226e-05,0.000255429,0.000340568,0.000649886,week3_kind_compare.csv
2-center,8,2,2,inf,dp,196.001786963,0.0,4608,576,0.000323248,0.000591397,0.000482578,0.001399057,week3_kind_compare.csv
2-center,9,0,2,0,dp,213.031618356,0.0,657,1280,2.578e-06,3.8403e-05,0.00031612,0.000360197,week3_kind_compare.csv
2-center,9,0,2,1,dp,213.031618356,0.0,2421,1280,1.7155e-05,0.000304787,0.000645537,0.000970024,week3_kind_compare.csv
2-center,9,0,2,2,dp,213.031618356,0.0,5445,1280,8.209e-05,0.001294701,0.001354504,0.002735376,week3_kind_compare.csv
2-center,9,0,2,inf,dp,213.031618356,0.0,11520,1280,0.000936552,0.001131887,0.0019061,0.003978368,week3_kind_compare.csv
2-center,9,1,2,0,dp,182.583849442,1.4345895447,657,1280,2.865e-06,3.9453e-05,0.000319044,0.000363974,week3_kind_compare.csv
2-center,9,1,2,1,dp,180.34825993,0.19260617553,2421,1280,1.7342e-05,0.00016206,0.000635814,0.000817236,week3_kind_compare.csv
2-center,9,1,2,2,dp,180.001565799,0.0,5445,1280,0.000129657,0.000506172,0.001361985,0.002000544,week3_kind_compare.csv
2-center,9,1,2,inf,dp,180.001565799,0.0,11520,1280,0.00094209,0.001032406,0.001897452,0.003875208,week3_kind_compare.csv
2-center,9,2,2,0,dp,218.250504846,1.62632019521,657,1280,2.937e-06,3.7677e-05,0.000321321,0.000364762,week3_kind_compare.csv
2-center,9,2,2,1,dp,214.757854487,0.0,2421,1280,1.7471e-05,0.000167644,0.000825657,0.001013189,week3_kind_compare.csv
2-center,9,2,2,2,dp,214.757854487,0.0,5445,1280,8.1746e-05,0.00048909,0.001242106,0.001816687,week3_kind_compare.csv
2-center,9,2,2,inf,dp,214.757854487,0.0,11520,1280,0.000915835,0.001128766,0.001901547,0.003949586,week3_kind_compare.csv
2-center,10,0,2,0,dp,211.526512138,0.0,910,2816,3.634e-06,4.8392e-05,0.000809103,0.000865388,week3_kind_compare.csv
2-center,10,0,2,1,dp,211.526512138,0.0,3790,2816,2.2055e-05,0.000258503,0.003461486,0.003746271,week3_kind_compare.csv
2-center,10,0,2,2,dp,211.526512138,0.0,9670,2816,0.000103495,0.00076386,0.003887619,0.004759078,week3_kind_compare.csv
2-center,10,0,2,inf,dp,211.526512138,0.0,28160,2816,0.002415356,0.002992577,0.009785008,0.015197882,week3_kind_compare.csv
2-center,10,1,2,0,dp,185.765819143,3.05689956375,910,2816,4.274e-06,4.9532e-05,0.002289419,0.002347516,week3_kind_compare.csv
2-center,10,1,2,1,dp,181.981982984,0.957749005374,3790,2816,2.44e-05,0.000276816,0.001892306,0.00219898,week3_kind_compare.csv
2-center,10,1,2,2,dp,180.255586893,0.0,9670,2816,0.000102543,0.000730018,0.003716981,0.004553211,week3_kind_compare.csv
2-center,10,1,2,inf,dp,180.255586893,0.0,28160,2816,0.002199372,0.002831608,0.011615706,0.016651175,week3_kind_compare.csv
2-center,10,2,2,0,dp,217.431976076,1.43789577418,910,2816,4.2e-06,5.1294e-05,0.000826618,0.000886777,week3_kind_compare.csv
2-center,10,2,2,1,dp,214.34984866,0.0,3790,2816,2.3384e-05,0.000294653,0.001870532,0.002191743,week3_kind_compare.csv
2-center,10,2,2,2,dp,214.34984866,0.0,9670,2816,0.000103353,0.000764251,0.006054924,0.006926446,week3_kind_compare.csv
2-center,10,2,2,inf,dp,214.34984866,0.0,28160,2816,0.002219571,0.003943233,0.010716955,0.016886538,week3_kind_compare.csv
2-center,11,0,2,0,dp,223.93140519,1.14380646236,1221,6144,5.09e-06,6.363e-05,0.002156188,0.002230147,week3_kind_compare.csv
2-center,11,0,2,1,dp,221.399028791,0.0,5676,6144,3.1857e-05,0.000412014,0.005314267,0.00576314,week3_kind_compare.csv
2-center,11,0,2,2,dp,221.399028791,0.0,16236,6144,0.000147795,0.001212667,0.013293979,0.014658538,week3_kind_compare.csv
2-center,11,0,2,inf,dp,221.399028791,0.0,67584,6144,0.005608703,0.012203798,0.042633509,0.060453374,week3_kind_compare.csv
2-center,11,1,2,0,dp,198.055008779,2.92993830819,1221,6144,6.496e-06,6.5234e-05,0.001950105,0.002026969,week3_kind_compare.csv
2-center,11,1,2,1,dp,195.110249414,1.39953571095,5676,6144,3.0787e-05,0.000394245,0.00527169,0.005700249,week3_kind_compare.csv
2-center,11,1,2,2,dp,192.417300578,0.0,16236,6144,0.000159724,0.001167249,0.015419608,0.016750326,week3_kind_compare.csv
2-center,11,1,2,inf,dp,192.417300578,0.0,67584,6144,0.011033487,0.007530869,0.044217758,0.062789318,week3_kind_compare.csv
2-center,11,2,2,0,dp,222.129432097,3.62938601805,1221,6144,6.288e-06,6.8533e-05,0.002036248,0.002115215,week3_kind_compare.csv
2-center,11,2,2,1,dp,214.34984866,0.0,5676,6144,3.154e-05,0.000365731,0.005598107,0.005999614,week3_kind_compare.csv
2-center,11,2,2,2,dp,214.34984866,0.0,16236,6144,0.000564733,0.001235891,0.012633301,0.014439498,week3_kind_compare.csv
2-center,11,2,2,inf,dp,214.34984866,0.0,67584,6144,0.006256421,0.008902909,0.040930618,0.056097638,week3_kind_compare.csv
2-center,12,0,2,0,dp,225.612188293,1.13518851276,1596,13312,1.0703e-05,0.000125475,0.005544444,0.005687299,week3_kind_compare.csv
2-center,12,0,2,1,dp,223.079811894,0.0,8196,13312,4.2444e-05,0.000569099,0.020527594,0.021145337,week3_kind_compare.csv
2-center,12,0,2,2,dp,223.079811894,0.0,26016,13312,0.000278349,0.001974279,0.045912172,0.048173759,week3_kind_compare.csv
2-center,12,0,2,inf,dp,223.079811894,0.0,159744,13312,0.02503882,0.032990855,0.193841757,0.251886046,week3_kind_compare.csv
2-center,12,1,2,0,dp,197.179239929,2.37836953741,1596,13312,1.4206e-05,8.6912e-05,0.004894087,0.004999852,week3_kind_compare.csv
2-center,12,1,2,1,dp,193.657760824,0.54996564852,8196,13312,4.2194e-05,0.000579518,0.016036288,0.016663209,week3_kind_compare.csv
2-center,12,1,2,2,dp,192.87197549,0.141974313628,26016,13312,0.000210514,0.002052111,0.039956512,0.042225766,week3_kind_compare.csv
2-center,12,1,2,inf,dp,192.598535042,0.0,159744,13312,0.016828343,0.038182774,0.202720844,0.257739776,week3_kind_compare.csv
2-center,12,2,2,0,dp,225.356612273,3.42279830016,1596,13312,1.3937e-05,8.6492e-05,0.00578043,0.005886415,week3_kind_compare.csv
2-center,12,2,2,1,dp,217.898389887,0.0,8196,13312,4.2408e-05,0.000560112,0.015914392,0.016523448,week3_kind_compare.csv
2-center,12,2,2,2,dp,217.898389887,0.0,26016,13312,0.0002077,0.001941,0.064967772,0.0671239,week3_kind_compare.csv
2-center,12,2,2,inf,dp,217.898389887,0.0,159744,13312,0.034096915,0.044703941,0.21738933,0.296198318,week3_kind_compare.csv
uniform,12,0,2,inf,dp,233.10704022,0.0,159744,13312,0.042841878,0.06195053,0.249260319,0.354076371,scale_inf_dp.csv
uniform,13,0,2,inf,dp,233.10704022,0.0,372736,28672,0.076575587,0.107505275,1.165420303,1.349510602,scale_inf_dp.csv
uniform,14,0,2,inf,dp,235.483015619,0.0,860160,61440,0.152907229,0.323024863,7.248395554,7.724339953,scale_inf_dp.csv
uniform,12,0,2,2,astar,233.10704022,,26016,11882,0.000742706,0.004180873,0.131710856,0.136790944,scale_k2_astar.csv
uniform,13,0,2,2,astar,233.10704022,,40079,25546,0.00052564,0.005706435,0.276585062,0.282967287,scale_k2_astar.csv
uniform,14,0,2,2,astar,235.483015619,,59710,54163,0.000449455,0.005119597,0.74988571,0.755689126,scale_k2_astar.csv
uniform,15,0,2,2,astar,237.055679294,,86430,115862,0.001814225,0.007648578,1.857568321,1.868508588,scale_k2_astar.csv
uniform,16,0,2,2,astar,241.200510134,,122016,248018,0.001066979,0.011121978,5.214439193,5.228437478,scale_k2_astar.csv
uniform,14,0,2,0,astar,246.856358405,,2562,56327,0.001084191,0.000266279,0.136037797,0.137657845,scale_k0_astar.csv
uniform,15,0,2,0,astar,248.653745817,,3165,120303,0.001992254,0.000239524,0.384186057,0.387206965,scale_k0_astar.csv
uniform,16,0,2,0,astar,254.914778984,,3856,258582,0.004446333,0.000254711,0.895956684,0.901358213,scale_k0_astar.csv
uniform,17,0,2,0,astar,255.780416514,,4641,543825,0.003095556,0.000386865,2.255511716,2.259658122,scale_k0_astar.csv
uniform,18,0,2,0,astar,250.016696537,,5526,1107807,0.025263664,0.000343139,5.673068675,5.700882361,scale_k0_astar.csv
uniform,8,0,1,0,dp,274.005115993,8.30097688706,456,576,1.1632e-05,6.3613e-05,0.000150721,0.000233403,alpha1_uniform.csv
uniform,8,0,1,1,dp,267.304763247,5.6526513431,1464,576,1.2801e-05,0.000416138,0.000330466,0.000763786,alpha1_uniform.csv
uniform,8,0,1,2,dp,258.155889474,2.03654379909,2864,576,7.3925e-05,0.000534779,0.000523895,0.001140498,alpha1_uniform.csv
uniform,8,0,1,inf,dp,253.00336513,0.0,4608,576,0.000612388,0.001059414,0.000472788,0.002152221,alpha1_uniform.csv
uniform,8,1,1,0,dp,345.962838174,22.1562520085,456,576,2.452e-06,2.8962e-05,0.000246882,0.0002815,alpha1_uniform.csv
uniform,8,1,1,1,dp,329.140785132,16.2165419474,1464,576,1.2026e-05,9.4446e-05,0.000219464,0.000327813,alpha1_uniform.csv
uniform,8,1,1,2,dp,283.213370159,0.0,2864,576,5.1147e-05,0.00024001,0.000313351,0.000605986,alpha1_uniform.csv
uniform,8,1,1,inf,dp,283.213370159,0.0,4608,576,0.000331068,0.00056012,0.000406591,0.001299336,alpha1_uniform.csv
uniform,8,2,1,0,dp,316.903698282,23.4753035062,456,576,1.826e-06,2.6611e-05,0.000123624,0.000154126,alpha1_uniform.csv
uniform,8,2,1,1,dp,294.635989281,14.7991279293,1464,576,1.1616e-05,9.3683e-05,0.000211595,0.000318296,alpha1_uniform.csv
uniform,8,2,1,2,dp,278.459276267,8.49618933954,2864,576,5.166e-05,0.00025304,0.000341581,0.000648269,alpha1_uniform.csv
uniform,8,2,1,inf,dp,256.653508259,0.0,4608,576,0.000320308,0.000540738,0.000419044,0.001282164,alpha1_uniform.csv
uniform,9,0,1,0,dp,274.03255414,8.30007674595,657,1280,2.145e-06,0.000113665,0.000318828,0.000438375,alpha1_uniform.csv
uniform,9,0,1,1,dp,267.731558275,5.80986773454,2421,1280,1.7127e-05,0.000158733,0.000648255,0.000827389,alpha1_uniform.csv
uniform,9,0,1,2,dp,262.904933165,3.90234301896,5445,1280,0.000118373,0.00055638,0.002323462,0.003001714,alpha1_uniform.csv
uniform,9,0,1,inf,dp,253.030803277,0.0,11520,1280,0.003873328,0.001490638,0.001848397,0.007216772,alpha1_uniform.csv
uniform,9,1,1,0,dp,346.627486821,18.8583904595,657,1280,0.000161138,3.8326e-05,0.000328101,0.000531142,alpha1_uniform.csv
uniform,9,1,1,1,dp,332.324185501,13.9537956485,2421,1280,1.6784e-05,0.000156089,0.000639981,0.000815321,alpha1_uniform.csv
uniform,9,1,1,2,dp,291.630641708,0.0,5445,1280,8.2934e-05,0.000440074,0.001202281,0.001727416,alpha1_uniform.csv
uniform,9,1,1,inf,dp,291.630641708,0.0,11520,1280,0.001195562,0.001699444,0.002803976,0.005710898,alpha1_uniform.csv
uniform,9,2,1,0,dp,318.873735123,23.2964829247,657,1280,3.473e-06,3.849e-05,0.002485363,0.002532206,alpha1_uniform.csv
uniform,9,2,1,1,dp,297.124735207,14.8869624739,2421,1280,3.4656e-05,0.000500749,0.000912285,0.001480106,alpha1_uniform.csv
uniform,9,2,1,2,dp,283.797951288,9.73399625258,5445,1280,8.4962e-05,0.000468122,0.001126352,0.001683244,alpha1_uniform.csv
uniform,9,2,1,inf,dp,258.623545099,0.0,11520,1280,0.000943629,0.001300697,0.001851836,0.004099631,alpha1_uniform.csv
uniform,10,0,1,0,dp,291.501451309,8.05766834818,910,2816,3.742e-06,5.0839e-05,0.000806622,0.000865896,alpha1_uniform.csv
uniform,10,0,1,1,dp,284.335888007,5.40144121986,3790,2816,2.2562e-05,0.000265396,0.001850966,0.002142274,alpha1_uniform.csv
uniform,10,0,1,2,dp,273.265111872,1.29757741208,9670,2816,0.000263306,0.001358032,0.005242344,0.006869116,alpha1_uniform.csv
uniform,10,0,1,inf,dp,269.764705981,0.0,28160,2816,0.002711453,0.004297393,0.011242482,0.018257911,alpha1_uniform.csv
uniform,10,1,1,0,dp,351.254296273,18.5639442848,910,2816,0.000392379,5.3088e-05,0.000787609,0.00123765,alpha1_uniform.csv
uniform,10,1,1,1,dp,337.325800581,13.8624576274,3790,2816,2.2599e-05,0.000225172,0.001993815,0.002244578,alpha1_uniform.csv
uniform,10,1,1,2,dp,296.257263025,0.0,9670,2816,0.00010742,0.000730844,0.003754593,0.004596575,alpha1_uniform.csv
uniform,10,1,1,inf,dp,296.257263025,0.0,28160,2816,0.0109303,0.00530023,0.011184534,0.027420148,alpha1_uniform.csv
uniform,10,2,1,0,dp,342.792514321,30.7630010811,910,2816,4.505e-06,5.1014e-05,0.000822403,0.000883254,alpha1_uniform.csv
uniform,10,2,1,1,dp,305.053672191,16.3669916935,3790,2816,2.3371e-05,0.000271998,0.001925914,0.002225591,alpha1_uniform.csv
uniform,10,2,1,2,dp,289.882867902,10.5798761211,9670,2816,0.000116983,0.000724984,0.005604099,0.00644979,alpha1_uniform.csv
uniform,10,2,1,inf,dp,262.147940539,0.0,28160,2816,0.00258406,0.003673944,0.008221098,0.014485807,alpha1_uniform.csv
uniform,8,0,2,0,dp,216.776810058,1.33850953071,456,576,1.0474e-05,4.9984e-05,0.000148535,0.000215095,alpha2_uniform.csv
uniform,8,0,2,1,dp,213.913556714,0.0,1464,576,1.3218e-05,0.000166997,0.000258506,0.000441811,alpha2_uniform.csv
uniform,8,0,2,2,dp,213.913556714,0.0,2864,576,5.2911e-05,0.000359624,0.000353816,0.000768976,alpha2_uniform.csv
uniform,8,0,2,inf,dp,213.913556714,0.0,4608,576,0.000392037,0.000789967,0.000448171,0.001633695,alpha2_uniform.csv
uniform,8,1,2,0,dp,257.504393792,9.46851983013,456,576,2.011e-06,2.7452e-05,0.000132311,0.000164477,alpha2_uniform.csv
uniform,8,1,2,1,dp,235.23145667,0.0,1464,576,1.1992e-05,0.000107015,0.000238434,0.000359163,alpha2_uniform.csv
uniform,8,1,2,2,dp,235.23145667,0.0,2864,576,5.364e-05,0.000268787,0.000336219,0.00066059,alpha2_uniform.csv
uniform,8,1,2,inf,dp,235.23145667,0.0,4608,576,0.000325028,0.00056607,0.000452353,0.001345089,alpha2_uniform.csv
uniform,8,2,2,0,dp,224.707151301,8.0892241985,456,576,2.066e-06,2.7894e-05,0.000131023,0.000163384,alpha2_uniform.csv
uniform,8,2,2,1,dp,207.890428456,0.0,1464,576,1.1545e-05,0.000109856,0.000257421,0.000380657,alpha2_uniform.csv
uniform,8,2,2,2,dp,207.890428456,0.0,2864,576,6.2238e-05,0.000266915,0.000344701,0.000677869,alpha2_uniform.csv
uniform,8,2,2,inf,dp,207.890428456,0.0,4608,576,0.000323891,0.000726168,0.000445977,0.001498737,alpha2_uniform.csv
uniform,9,0,2,0,dp,220.037824194,1.62181023951,657,1280,2.642e-06,4.9376e-05,0.000337131,0.0003928,alpha2_uniform.csv
uniform,9,0,2,1,dp,216.804248206,0.128422242937,2421,1280,1.6824e-05,0.000179814,0.000678663,0.000877654,alpha2_uniform.csv
uniform,9,0,2,2,dp,216.526180428,0.0,5445,1280,8.1741e-05,0.002389713,0.001663778,0.004139779,alpha2_uniform.csv
uniform,9,0,2,inf,dp,216.526180428,0.0,11520,1280,0.001402203,0.001991791,0.00191968,0.005319426,alpha2_uniform.csv
uniform,9,1,2,0,dp,250.195370956,5.84173995007,657,1280,0.000162809,4.0042e-05,0.000342185,0.000548885,alpha2_uniform.csv
uniform,9,1,2,1,dp,241.802349241,2.29118656291,2421,1280,1.8527e-05,0.000179786,0.000665314,0.000866281,alpha2_uniform.csv
uniform,9,1,2,2,dp,236.386298141,0.0,5445,1280,8.4142e-05,0.000473069,0.001166757,0.001726264,alpha2_uniform.csv
uniform,9,1,2,inf,dp,236.386298141,0.0,11520,1280,0.000980554,0.00131929,0.002157692,0.004460292,alpha2_uniform.csv
uniform,9,2,2,0,dp,222.464502624,6.46715037581,657,1280,4.612e-06,4.5409e-05,0.000330293,0.000386259,alpha2_uniform.csv
uniform,9,2,2,1,dp,208.951307364,0.0,2421,1280,1.7792e-05,0.000192317,0.000744936,0.000957706,alpha2_uniform.csv
uniform,9,2,2,2,dp,208.951307364,0.0,5445,1280,9.1072e-05,0.000548833,0.00185482,0.002498029,alpha2_uniform.csv
uniform,9,2,2,inf,dp,208.951307364,0.0,11520,1280,0.00101516,0.001624778,0.00190998,0.004554588,alpha2_uniform.csv
uniform,10,0,2,0,dp,232.166747608,4.4957656877,910,2816,3.902e-06,5.1651e-05,0.000876962,0.000938044,alpha2_uniform.csv
uniform,10,0,2,1,dp,222.178139067,0.0,3790,2816,2.327e-05,0.000291233,0.001894699,0.002212449,alpha2_uniform.csv
uniform,10,0,2,2,dp,222.178139067,0.0,9670,2816,0.000102316,0.00078828,0.005037495,0.005931482,alpha2_uniform.csv
uniform,10,0,2,inf,dp,222.178139067,0.0,28160,2816,0.004079956,0.004037164,0.008865357,0.016990012,alpha2_uniform.csv
uniform,10,1,2,0,dp,254.28121678,7.56201248971,910,2816,0.000404459,5.3511e-05,0.000817489,0.001279913,alpha2_uniform.csv
uniform,10,1,2,1,dp,243.998213602,3.21225936914,3790,2816,2.3592e-05,0.000336686,0.001923278,0.00228703,alpha2_uniform.csv
uniform,10,1,2,2,dp,236.404294503,0.0,9670,2816,0.000105812,0.000746484,0.003826316,0.004682673,alpha2_uniform.csv
uniform,10,1,2,inf,dp,236.404294503,0.0,28160,2816,0.002482451,0.00428797,0.009487666,0.016263083,alpha2_uniform.csv
uniform,10,2,2,0,dp,226.232202065,7.32243404028,910,2816,4.52e-06,5.3348e-05,0.000821299,0.00088395,alpha2_uniform.csv
uniform,10,2,2,1,dp,210.79674915,1.3482992287599999e-14,3790,2816,2.9297e-05,0.000308027,0.00192034,0.002262805,alpha2_uniform.csv
uniform,10,2,2,2,dp,210.79674915,0.0,9670,2816,0.000109722,0.000785296,0.004179443,0.005079623,alpha2_uniform.csv
uniform,10,2,2,inf,dp,210.79674915,0.0,28160,2816,0.002274503,0.003907781,0.010010443,0.016200396,alpha2_uniform.csv
uniform,8,0,3,0,dp,185.290834195,1.85335925197,456,576,1.0018e-05,4.8623e-05,0.000127469,0.000192028,alpha3_uniform.csv
uniform,8,0,3,1,dp,181.919217546,0.0,1464,576,1.2643e-05,0.000154486,0.000233561,0.000403133,alpha3_uniform.csv
uniform,8,0,3,2,dp,181.919217546,0.0,2864,576,5.9503e-05,0.00034987,0.000376256,0.000788502,alpha3_uniform.csv
uniform,8,0,3,inf,dp,181.919217546,0.0,4608,576,0.000378072,0.000762418,0.00045869,0.001601887,alpha3_uniform.csv
uniform,8,1,3,0,dp,193.52640515,6.60520688216,456,576,2.054e-06,2.6777e-05,0.000145949,0.000177411,alpha3_uniform.csv
uniform,8,1,3,1,dp,181.535603006,0.0,1464,576,1.2579e-05,0.000104522,0.000229704,0.00034813,alpha3_uniform.csv
uniform,8,1,3,2,dp,181.535603006,0.0,2864,576,5.1856e-05,0.00048556,0.000344612,0.000884518,alpha3_uniform.csv
uniform,8,1,3,inf,dp,181.535603006,0.0,4608,576,0.000327492,0.000605962,0.000492555,0.001428072,alpha3_uniform.csv
uniform,8,2,3,0,dp,185.147299637,1.55456820645,456,576,1.851e-06,3.0075e-05,0.000151178,0.000185771,alpha3_uniform.csv
uniform,8,2,3,1,dp,182.313117871,0.0,1464,576,1.4524e-05,0.000108988,0.000233074,0.00035973,alpha3_uniform.csv
uniform,8,2,3,2,dp,182.313117871,0.0,2864,576,6.0926e-05,0.000268932,0.000398387,0.000730958,alpha3_uniform.csv
uniform,8,2,3,inf,dp,182.313117871,0.0,4608,576,0.00041166,0.001487992,0.001453775,0.003358154,alpha3_uniform.csv
uniform,9,0,3,0,dp,189.56358037,0.0,657,1280,4.775e-06,8.3558e-05,0.000502218,0.00059867,alpha3_uniform.csv
uniform,9,0,3,1,dp,189.56358037,0.0,2421,1280,1.9782e-05,0.000174455,0.000714091,0.000913212,alpha3_uniform.csv
uniform,9,0,3,2,dp,189.56358037,0.0,5445,1280,8.7665e-05,0.000647746,0.00120985,0.001949835,alpha3_uniform.csv
