kind,n,seed,alpha,k,third,value,gap_vs_unrestricted_pct,generated_ops,reached_or_expanded_states,time_first,time_second,time_third,time_total,source_file
uniform,8,0,2,0,astar,216.776810058,1.33850953071,456,527,3.965e-06,3.9314e-05,0.000584547,0.000632711,week3_uniform_k_compare.csv
uniform,8,0,2,1,astar,213.913556714,0.0,1464,534,1.7908e-05,0.000147124,0.000935273,0.001103902,week3_uniform_k_compare.csv
uniform,8,0,2,2,astar,213.913556714,0.0,2864,534,7.3044e-05,0.000380256,0.003987522,0.004448931,week3_uniform_k_compare.csv
uniform,8,0,2,inf,astar,213.913556714,0.0,4608,534,0.000507617,0.002180537,0.001466057,0.004161668,week3_uniform_k_compare.csv
uniform,8,1,2,0,dp,257.504393792,9.46851983013,456,576,4.628e-06,3.7274e-05,0.000182189,0.000228893,week3_uniform_k_compare.csv
uniform,8,1,2,1,dp,235.23145667,0.0,1464,576,1.6301e-05,0.000155262,0.000336802,0.000510313,week3_uniform_k_compare.csv
uniform,8,1,2,2,dp,235.23145667,0.0,2864,576,8.7554e-05,0.000363016,0.000488125,0.000941852,week3_uniform_k_compare.csv
uniform,8,1,2,inf,dp,235.23145667,0.0,4608,576,0.000433893,0.001029759,0.000635508,0.002104148,week3_uniform_k_compare.csv
uniform,8,1,2,0,astar,257.504393792,9.46851983013,456,559,4.182e-06,3.8737e-05,0.000566746,0.000614947,week3_uniform_k_compare.csv
uniform,8,1,2,1,astar,235.23145667,0.0,1464,550,1.6596e-05,0.00014047,0.00094048,0.00110075,week3_uniform_k_compare.csv
uniform,8,1,2,2,astar,235.23145667,0.0,2864,550,7.7992e-05,0.000365305,0.001189382,0.001639455,week3_uniform_k_compare.csv
uniform,8,1,2,inf,astar,235.23145667,0.0,4608,550,0.000470087,0.001030077,0.001437915,0.002947071,week3_uniform_k_compare.csv
uniform,8,2,2,0,dp,224.707151301,8.0892241985,456,576,4.842e-06,3.8886e-05,0.000181541,0.000231075,week3_uniform_k_compare.csv
uniform,8,2,2,1,dp,207.890428456,0.0,1464,576,2.0759e-05,0.000146515,0.000338217,0.000510662,week3_uniform_k_compare.csv
uniform,8,2,2,2,dp,207.890428456,0.0,2864,576,7.4051e-05,0.000353753,0.000538483,0.000973229,week3_uniform_k_compare.csv
uniform,8,2,2,inf,dp,207.890428456,0.0,4608,576,0.000447866,0.000897121,0.003450311,0.004801753,week3_uniform_k_compare.csv
uniform,8,2,2,0,astar,224.707151301,8.0892241985,456,559,4.167e-06,3.8691e-05,0.000729793,0.000779541,week3_uniform_k_compare.csv
uniform,8,2,2,1,astar,207.890428456,0.0,1464,528,1.742e-05,0.00018954,0.000956365,0.001169653,week3_uniform_k_compare.csv
uniform,8,2,2,2,astar,207.890428456,0.0,2864,528,7.2743e-05,0.000436822,0.001227296,0.001743333,week3_uniform_k_compare.csv
uniform,8,2,2,inf,astar,207.890428456,0.0,4608,528,0.000511038,0.000937377,0.001371602,0.002827298,week3_uniform_k_compare.csv
uniform,9,0,2,0,dp,220.037824194,1.62181023951,657,1280,4.906e-06,5.7246e-05,0.000453475,0.000522973,week3_uniform_k_compare.csv
uniform,9,0,2,1,dp,216.804248206,0.128422242937,2421,1280,2.7684e-05,0.000266569,0.001140044,0.001441808,week3_uniform_k_compare.csv
uniform,9,0,2,2,dp,216.526180428,0.0,5445,1280,0.0001185,0.000880649,0.001680712,0.002687847,week3_uniform_k_compare.csv
uniform,9,0,2,inf,dp,216.526180428,0.0,11520,1280,0.001782196,0.002321247,0.002798415,0.00690822,week3_uniform_k_compare.csv
uniform,9,0,2,0,astar,220.037824194,1.62181023951,657,1196,0.00021679,5.2989e-05,0.001546942,0.001822679,week3_uniform_k_compare.csv
uniform,9,0,2,1,astar,216.804248206,0.128422242937,2421,1205,2.5833e-05,0.000226175,0.002613169,0.00286972,week3_uniform_k_compare.csv
uniform,9,0,2,2,astar,216.526180428,0.0,5445,1204,0.00011411,0.00098646,0.003846118,0.00495629,week3_uniform_k_compare.csv
uniform,9,0,2,inf,astar,216.526180428,0.0,11520,1204,0.00134197,0.001903787,0.004990948,0.00824429,week3_uniform_k_compare.csv
uniform,9,1,2,0,dp,250.195370956,5.84173995007,657,1280,7.194e-06,5.6691e-05,0.000497019,0.000566311,week3_uniform_k_compare.csv
uniform,9,1,2,1,dp,241.802349241,2.29118656291,2421,1280,2.3297e-05,0.000229293,0.000964129,0.001220518,week3_uniform_k_compare.csv
uniform,9,1,2,2,dp,236.386298141,0.0,5445,1280,0.000109086,0.00238825,0.001329962,0.003833129,week3_uniform_k_compare.csv
uniform,9,1,2,inf,dp,236.386298141,0.0,11520,1280,0.001005281,0.001345132,0.002088262,0.004444159,week3_uniform_k_compare.csv
uniform,9,1,2,0,astar,250.195370956,5.84173995007,657,1198,3.695e-06,3.8202e-05,0.001078639,0.001125218,week3_uniform_k_compare.csv
uniform,9,1,2,1,astar,241.802349241,2.29118656291,2421,1197,1.7349e-05,0.00017587,0.001767685,0.001963621,week3_uniform_k_compare.csv
uniform,9,1,2,2,astar,236.386298141,0.0,5445,1179,8.5186e-05,0.000477976,0.002507401,0.003073905,week3_uniform_k_compare.csv
uniform,9,1,2,inf,astar,236.386298141,0.0,11520,1179,0.001059681,0.00220679,0.00636301,0.009634493,week3_uniform_k_compare.csv
uniform,9,2,2,0,dp,222.464502624,6.46715037581,657,1280,4.657e-06,5.1484e-05,0.00042412,0.000485498,week3_uniform_k_compare.csv
uniform,9,2,2,1,dp,208.951307364,0.0,2421,1280,2.1803e-05,0.00021677,0.00088107,0.001122714,week3_uniform_k_compare.csv
uniform,9,2,2,2,dp,208.951307364,0.0,5445,1280,0.000112592,0.00059479,0.001532952,0.002243638,week3_uniform_k_compare.csv
uniform,9,2,2,inf,dp,208.951307364,0.0,11520,1280,0.001294266,0.001942398,0.003727232,0.006968482,week3_uniform_k_compare.csv
uniform,9,2,2,0,astar,222.464502624,6.46715037581,657,1195,3.83e-06,4.1336e-05,0.001254259,0.001304903,week3_uniform_k_compare.csv
uniform,9,2,2,1,astar,208.951307364,0.0,2421,1153,1.8935e-05,0.000202029,0.001968371,0.002193738,week3_uniform_k_compare.csv
uniform,9,2,2,2,astar,208.951307364,0.0,5445,1153,8.887e-05,0.000471474,0.002425736,0.002989342,week3_uniform_k_compare.csv
uniform,9,2,2,inf,astar,208.951307364,0.0,11520,1153,0.0009191,0.001387864,0.003352511,0.005662221,week3_uniform_k_compare.csv
uniform,10,0,2,0,dp,232.166747608,4.4957656877,910,2816,3.425e-06,5.0069e-05,0.001906436,0.001964594,week3_uniform_k_compare.csv
uniform,10,0,2,1,dp,222.178139067,0.0,3790,2816,2.7525e-05,0.000384594,0.001964465,0.002385345,week3_uniform_k_compare.csv
uniform,10,0,2,2,dp,222.178139067,0.0,9670,2816,0.000106917,0.000778428,0.003803704,0.004692827,week3_uniform_k_compare.csv
uniform,10,0,2,inf,dp,222.178139067,0.0,28160,2816,0.003749745,0.009879386,0.008421299,0.022055987,week3_uniform_k_compare.csv
uniform,10,0,2,0,astar,232.166747608,4.4957656877,910,2633,0.000412908,5.6965e-05,0.003820088,0.004295711,week3_uniform_k_compare.csv
uniform,10,0,2,1,astar,222.178139067,0.0,3790,2552,2.4547e-05,0.000296087,0.005328988,0.005656163,week3_uniform_k_compare.csv
uniform,10,0,2,2,astar,222.178139067,0.0,9670,2552,0.000113052,0.00076424,0.009355185,0.010240029,week3_uniform_k_compare.csv
uniform,10,0,2,inf,astar,222.178139067,0.0,28160,2552,0.003019305,0.005052834,0.01460539,0.022686208,week3_uniform_k_compare.csv
uniform,10,1,2,0,dp,254.28121678,7.56201248971,910,2816,4.554e-06,5.2401e-05,0.000984488,0.001046349,week3_uniform_k_compare.csv
uniform,10,1,2,1,dp,243.998213602,3.21225936914,3790,2816,2.4e-05,0.000250597,0.001946759,0.002225883,week3_uniform_k_compare.csv
uniform,10,1,2,2,dp,236.404294503,0.0,9670,2816,0.000107474,0.000750885,0.00399124,0.004853305,week3_uniform_k_compare.csv
uniform,10,1,2,inf,dp,236.404294503,0.0,28160,2816,0.002289822,0.008809871,0.010916464,0.022022846,week3_uniform_k_compare.csv
uniform,10,1,2,0,astar,254.28121678,7.56201248971,910,2655,4.492e-06,5.1248e-05,0.006076856,0.006139287,week3_uniform_k_compare.csv
uniform,10,1,2,1,astar,243.998213602,3.21225936914,3790,2650,2.5826e-05,0.000256801,0.007734952,0.00802453,week3_uniform_k_compare.csv
uniform,10,1,2,2,astar,236.404294503,0.0,9670,2620,0.000110708,0.000749631,0.008454085,0.009320729,week3_uniform_k_compare.csv
uniform,10,1,2,inf,astar,236.404294503,0.0,28160,2620,0.004880685,0.004065677,0.017697201,0.026651192,week3_uniform_k_compare.csv
uniform,10,2,2,0,dp,226.232202065,7.32243404028,910,2816,4.432e-06,5.3569e-05,0.000840154,0.000902985,week3_uniform_k_compare.csv
uniform,10,2,2,1,dp,210.79674915,1.3482992287599999e-14,3790,2816,2.3464e-05,0.000269453,0.002231898,0.002528228,week3_uniform_k_compare.csv
uniform,10,2,2,2,dp,210.79674915,0.0,9670,2816,0.000107289,0.000746401,0.007410222,0.008268749,week3_uniform_k_compare.csv
uniform,10,2,2,inf,dp,210.79674915,0.0,28160,2816,0.002334017,0.003864184,0.009694214,0.015899663,week3_uniform_k_compare.csv
uniform,10,2,2,0,astar,226.232202065,7.32243404028,910,2685,4.561e-06,5.6576e-05,0.0040238,0.004091424,week3_uniform_k_compare.csv
uniform,10,2,2,1,astar,210.79674915,1.3482992287599999e-14,3790,2571,2.4485e-05,0.000263718,0.004993006,0.005287197,week3_uniform_k_compare.csv
uniform,10,2,2,2,astar,210.79674915,0.0,9670,2573,0.000126895,0.000747574,0.014868044,0.015747119,week3_uniform_k_compare.csv
uniform,10,2,2,inf,astar,210.79674915,0.0,28160,2573,0.013671449,0.004201015,0.029805056,0.047686519,week3_uniform_k_compare.csv
uniform,11,0,2,0,dp,235.427761744,1.39261712236,1221,6144,7.285e-06,7.0728e-05,0.002002785,0.002087155,week3_uniform_k_compare.csv
uniform,11,0,2,1,dp,232.194185756,0.0,5676,6144,3.1864e-05,0.000418649,0.00642964,0.006884858,week3_uniform_k_compare.csv
uniform,11,0,2,2,dp,232.194185756,0.0,16236,6144,0.000158294,0.001272099,0.023195234,0.024632288,week3_uniform_k_compare.csv
uniform,11,0,2,inf,dp,232.194185756,0.0,67584,6144,0.01742475,0.016943404,0.041765452,0.076140392,week3_uniform_k_compare.csv
uniform,11,0,2,0,astar,235.427761744,1.39261712236,1221,5547,0.001446257,7.8862e-05,0.007325433,0.008859356,week3_uniform_k_compare.csv
uniform,11,0,2,1,astar,232.194185756,0.0,5676,5559,3.8406e-05,0.000442303,0.022358299,0.022846712,week3_uniform_k_compare.csv
uniform,11,0,2,2,astar,232.194185756,0.0,16236,5559,0.000155405,0.001229995,0.025182621,0.026576525,week3_uniform_k_compare.csv
uniform,11,0,2,inf,astar,232.194185756,0.0,67584,5559,0.007497169,0.012978979,0.065032362,0.085518414,week3_uniform_k_compare.csv
uniform,11,1,2,0,dp,266.926161735,1.63001075685,1221,6144,5.319e-06,6.6514e-05,0.001985546,0.002063608,week3_uniform_k_compare.csv
uniform,11,1,2,1,dp,266.926161735,1.63001075685,5676,6144,3.0303e-05,0.000367408,0.005355752,0.005757318,week3_uniform_k_compare.csv
uniform,11,1,2,2,dp,262.645019662,0.0,16236,6144,0.000155527,0.001243268,0.013321614,0.014725189,week3_uniform_k_compare.csv
uniform,11,1,2,inf,dp,262.645019662,0.0,67584,6144,0.006002849,0.012838153,0.04164481,0.060493988,week3_uniform_k_compare.csv
uniform,11,1,2,0,astar,266.926161735,1.63001075685,1221,5696,6.509e-06,6.6598e-05,0.007726711,0.007806554,week3_uniform_k_compare.csv
uniform,11,1,2,1,astar,266.926161735,1.63001075685,5676,5821,3.0613e-05,0.000392696,0.015938007,0.016367438,week3_uniform_k_compare.csv
uniform,11,1,2,2,astar,262.645019662,0.0,16236,5761,0.000154982,0.001830287,0.030261264,0.032255097,week3_uniform_k_compare.csv
uniform,11,1,2,inf,astar,262.645019662,0.0,67584,5762,0.007888066,0.010640779,0.059581841,0.078118804,week3_uniform_k_compare.csv
uniform,11,2,2,0,dp,258.8667594,7.84817407952,1221,6144,6.611e-06,6.5592e-05,0.001993397,0.002071084,week3_uniform_k_compare.csv
uniform,11,2,2,1,dp,245.367550437,2.22418032451,5676,6144,3.0113e-05,0.000419222,0.006603224,0.007057213,week3_uniform_k_compare.csv
uniform,11,2,2,2,dp,240.028875417,0.0,16236,6144,0.000157243,0.001231288,0.013785881,0.015180869,week3_uniform_k_compare.csv
uniform,11,2,2,inf,dp,240.028875417,0.0,67584,6144,0.005674711,0.014596165,0.042063748,0.062341783,week3_uniform_k_compare.csv
uniform,11,2,2,0,astar,258.8667594,7.84817407952,1221,6020,7.921e-06,6.6662e-05,0.008353272,0.008434976,week3_uniform_k_compare.csv
uniform,11,2,2,1,astar,245.367550437,2.22418032451,5676,5967,3.1276e-05,0.000406148,0.017748129,0.018192909,week3_uniform_k_compare.csv
uniform,11,2,2,2,astar,240.028875417,0.0,16236,5853,0.000173752,0.001252563,0.027966501,0.029400391,week3_uniform_k_compare.csv
uniform,11,2,2,inf,astar,240.028875417,0.0,67584,5853,0.005731979,0.012734695,0.058714229,0.077189016,week3_uniform_k_compare.csv
uniform,12,0,2,0,dp,242.879535851,4.19227820081,1596,13312,9.595e-06,9.6737e-05,0.004749526,0.004862802,week3_uniform_k_compare.csv
uniform,12,0,2,1,dp,233.10704022,0.0,8196,13312,4.2173e-05,0.000560559,0.016626929,0.01723498,week3_uniform_k_compare.csv
uniform,12,0,2,2,dp,233.10704022,0.0,26016,13312,0.000222938,0.001876476,0.048037638,0.050144134,week3_uniform_k_compare.csv
uniform,12,0,2,inf,dp,233.10704022,0.0,159744,13312,0.01984508,0.039706752,0.200519566,0.26007982,week3_uniform_k_compare.csv
uniform,12,0,2,0,astar,242.879535851,4.19227820081,1596,12288,1.3544e-05,8.5707e-05,0.019051682,0.019158947,week3_uniform_k_compare.csv
uniform,12,0,2,1,astar,233.10704022,0.0,8196,11882,4.2562e-05,0.000533695,0.041661058,0.0422472,week3_uniform_k_compare.csv
uniform,12,0,2,2,astar,233.10704022,0.0,26016,11882,0.000212373,0.001992352,0.081840857,0.084055028,week3_uniform_k_compare.csv
uniform,12,0,2,inf,astar,233.10704022,0.0,159744,11882,0.019865947,0.037760524,0.257360891,0.314996369,week3_uniform_k_compare.csv
uniform,12,1,2,0,dp,263.197781265,2.20896432949,1596,13312,1.3911e-05,8.6989e-05,0.005192386,0.005299218,week3_uniform_k_compare.csv
uniform,12,1,2,1,dp,261.467122573,1.5368886318,8196,13312,5.5996e-05,0.00056132,0.017706749,0.018330248,week3_uniform_k_compare.csv
uniform,12,1,2,2,dp,257.509488519,0.0,26016,13312,0.000215838,0.004806138,0.04541701,0.050446867,week3_uniform_k_compare.csv
uniform,12,1,2,inf,dp,257.509488519,0.0,159744,13312,0.024172581,0.036045875,0.21805849,0.278284736,week3_uniform_k_compare.csv
uniform,12,1,2,0,astar,263.197781265,2.20896432949,1596,12161,1.5599e-05,0.000107981,0.019532872,0.019665261,week3_uniform_k_compare.csv
uniform,12,1,2,1,astar,261.467122573,1.5368886318,8196,12261,4.278e-05,0.000780469,0.044596797,0.045428452,week3_uniform_k_compare.csv
uniform,12,1,2,2,astar,257.509488519,0.0,26016,12182,0.000221439,0.004556252,0.07768616,0.082472474,week3_uniform_k_compare.csv
uniform,12,1,2,inf,astar,257.509488519,0.0,159744,12182,0.015159993,0.034916948,0.256182314,0.30626913,week3_uniform_k_compare.csv
uniform,12,2,2,0,dp,258.8667594,7.66175228352,1596,13312,1.37e-05,8.5391e-05,0.005152438,0.005257244,week3_uniform_k_compare.csv
uniform,12,2,2,1,dp,246.216879389,2.40071277672,8196,13312,4.0839e-05,0.000512129,0.017027746,0.0175871,week3_uniform_k_compare.csv
uniform,12,2,2,2,dp,240.444497614,0.0,26016,13312,0.000242235,0.001938157,0.043516954,0.0457055,week3_uniform_k_compare.csv
uniform,12,2,2,inf,dp,240.444497614,0.0,159744,13312,0.014574891,0.037084428,0.198894721,0.250562858,week3_uniform_k_compare.csv
uniform,12,2,2,0,astar,258.8667594,7.66175228352,1596,13006,1.3817e-05,8.99e-05,0.021413254,0.021524823,week3_uniform_k_compare.csv
uniform,12,2,2,1,astar,246.216879389,2.40071277672,8196,12960,4.3446e-05,0.000553343,0.042304048,0.042909963,week3_uniform_k_compare.csv
uniform,12,2,2,2,astar,240.444497614,0.0,26016,12736,0.000228757,0.001988813,0.085308086,0.087534807,week3_uniform_k_compare.csv
uniform,12,2,2,inf,astar,240.444497614,0.0,159744,12736,0.015045193,0.033272174,0.273721818,0.322047951,week3_uniform_k_compare.csv
uniform,8,0,2,0,dp,216.776810058,1.33850953071,456,576,1.0682e-05,6.0172e-05,0.000130434,0.000207279,week3_kind_compare.csv
uniform,8,0,2,1,dp,213.913556714,0.0,1464,576,1.2682e-05,0.000136993,0.000300523,0.000452809,week3_kind_compare.csv
uniform,8,0,2,2,dp,213.913556714,0.0,2864,576,5.4899e-05,0.000338976,0.000344499,0.000741477,week3_kind_compare.csv
uniform,8,0,2,inf,dp,213.913556714,0.0,4608,576,0.00036809,0.000823798,0.000434438,0.001628753,week3_kind_compare.csv
uniform,8,1,2,0,dp,257.504393792,9.46851983013,456,576,2.268e-06,2.5827e-05,0.000129505,0.000160008,week3_kind_compare.csv
uniform,8,1,2,1,dp,235.23145667,0.0,1464,576,1.2075e-05,0.000101276,0.000220582,0.000335325,week3_kind_compare.csv
uniform,8,1,2,2,dp,235.23145667,0.0,2864,576,5.0517e-05,0.000253558,0.000362284,0.000667719,week3_kind_compare.csv
uniform,8,1,2,inf,dp,235.23145667,0.0,4608,576,0.000348852,0.000559878,0.000429236,0.001339919,week3_kind_compare.csv
uniform,8,2,2,0,dp,224.707151301,8.0892241985,456,576,1.88e-06,2.6012e-05,0.000128501,0.000158341,week3_kind_compare.csv
uniform,8,2,2,1,dp,207.890428456,0.0,1464,576,1.1482e-05,0.000110963,0.00021962,0.000343475,week3_kind_compare.csv
uniform,8,2,2,2,dp,207.890428456,0.0,2864,576,5.7729e-05,0.000257771,0.00033293,0.000650042,week3_kind_compare.csv
uniform,8,2,2,inf,dp,207.890428456,0.0,4608,576,0.000322297,0.000539427,0.000510865,0.001374096,week3_kind_compare.csv
uniform,9,0,2,0,dp,220.037824194,1.62181023951,657,1280,1.988e-06,3.7405e-05,0.000320051,0.000362345,week3_kind_compare.csv
uniform,9,0,2,1,dp,216.804248206,0.128422242937,2421,1280,1.5478e-05,0.000165173,0.000646225,0.000829087,week3_kind_compare.csv
uniform,9,0,2,2,dp,216.526180428,0.0,5445,1280,8.0515e-05,0.000567166,0.001160455,0.001810386,week3_kind_compare.csv
uniform,9,0,2,inf,dp,216.526180428,0.0,11520,1280,0.001197202,0.004440306,0.001892317,0.007533906,week3_kind_compare.csv
uniform,9,1,2,0,dp,250.195370956,5.84173995007,657,1280,0.000164465,3.8211e-05,0.000328837,0.000535246,week3_kind_compare.csv
uniform,9,1,2,1,dp,241.802349241,2.29118656291,2421,1280,1.8044e-05,0.000177724,0.00072055,0.000918764,week3_kind_compare.csv
uniform,9,1,2,2,dp,236.386298141,0.0,5445,1280,9.3724e-05,0.000489271,0.001188827,0.001775608,week3_kind_compare.csv
uniform,9,1,2,inf,dp,236.386298141,0.0,11520,1280,0.000985323,0.001405133,0.001883598,0.004276863,week3_kind_compare.csv
uniform,9,2,2,0,dp,222.464502624,6.46715037581,657,1280,2.781e-06,3.7423e-05,0.000325263,0.00036873,week3_kind_compare.csv
uniform,9,2,2,1,dp,208.951307364,0.0,2421,1280,1.7458e-05,0.00018098,0.000682317,0.000882905,week3_kind_compare.csv
uniform,9,2,2,2,dp,208.951307364,0.0,5445,1280,8.8911e-05,0.000444541,0.001127592,0.001663387,week3_kind_compare.csv
uniform,9,2,2,inf,dp,208.951307364,0.0,11520,1280,0.000936761,0.001818921,0.002056999,0.004816981,week3_kind_compare.csv
uniform,10,0,2,0,dp,232.166747608,4.4957656877,910,2816,3.837e-06,4.8998e-05,0.000782216,0.00083975,week3_kind_compare.csv
uniform,10,0,2,1,dp,222.178139067,0.0,3790,2816,2.2079e-05,0.000274788,0.001842335,0.002141888,week3_kind_compare.csv
uniform,10,0,2,2,dp,222.178139067,0.0,9670,2816,0.000103392,0.000759415,0.003815596,0.004681277,week3_kind_compare.csv
uniform,10,0,2,inf,dp,222.178139067,0.0,28160,2816,0.002664067,0.004555145,0.00839551,0.01561945,week3_kind_compare.csv
uniform,10,1,2,0,dp,254.28121678,7.56201248971,910,2816,0.00038922,4.9359e-05,0.000837801,0.001282173,week3_kind_compare.csv
uniform,10,1,2,1,dp,243.998213602,3.21225936914,3790,2816,2.2849e-05,0.000282676,0.001869932,0.002178665,week3_kind_compare.csv
uniform,10,1,2,2,dp,236.404294503,0.0,9670,2816,0.000243311,0.000748943,0.004163687,0.005159778,week3_kind_compare.csv
uniform,10,1,2,inf,dp,236.404294503,0.0,28160,2816,0.00246883,0.003960998,0.011422021,0.017857681,week3_kind_compare.csv
uniform,10,2,2,0,dp,226.232202065,7.32243404028,910,2816,4.295e-06,5.3607e-05,0.000842104,0.000904662,week3_kind_compare.csv
uniform,10,2,2,1,dp,210.79674915,1.3482992287599999e-14,3790,2816,2.3393e-05,0.000270075,0.002177819,0.002474399,week3_kind_compare.csv
uniform,10,2,2,2,dp,210.79674915,0.0,9670,2816,0.000103439,0.000703777,0.003820494,0.004631128,week3_kind_compare.csv
uniform,10,2,2,inf,dp,210.79674915,0.0,28160,2816,0.003066205,0.004301403,0.008524592,0.015896732,week3_kind_compare.csv
uniform,11,0,2,0,dp,235.427761744,1.39261712236,1221,6144,8.285e-06,0.000111047,0.003419809,0.003548979,week3_kind_compare.csv
uniform,11,0,2,1,dp,232.194185756,0.0,5676,6144,3.4095e-05,0.000423465,0.005245772,0.005710045,week3_kind_compare.csv
uniform,11,0,2,2,dp,232.194185756,0.0,16236,6144,0.000160613,0.001251253,0.014328768,0.015744851,week3_kind_compare.csv
uniform,11,0,2,inf,dp,232.194185756,0.0,67584,6144,0.007035314,0.015105928,0.042406338,0.064554603,week3_kind_compare.csv
uniform,11,1,2,0,dp,266.926161735,1.63001075685,1221,6144,0.000989551,6.5207e-05,0.010428598,0.011488752,week3_kind_compare.csv
uniform,11,1,2,1,dp,266.926161735,1.63001075685,5676,6144,3.1887e-05,0.000447333,0.005495855,0.005982246,week3_kind_compare.csv
uniform,11,1,2,2,dp,262.645019662,0.0,16236,6144,0.000154501,0.001222541,0.016073263,0.017456878,week3_kind_compare.csv
uniform,11,1,2,inf,dp,262.645019662,0.0,67584,6144,0.005727906,0.013474044,0.044312213,0.063522614,week3_kind_compare.csv
uniform,11,2,2,0,dp,258.8667594,7.84817407952,1221,6144,8.255e-06,0.000117235,0.002172782,0.002304243,week3_kind_compare.csv
uniform,11,2,2,1,dp,245.367550437,2.22418032451,5676,6144,3.1456e-05,0.000402934,0.006012987,0.006452519,week3_kind_compare.csv
uniform,11,2,2,2,dp,240.028875417,0.0,16236,6144,0.000185765,0.001247771,0.016733519,0.018174488,week3_kind_compare.csv
uniform,11,2,2,inf,dp,240.028875417,0.0,67584,6144,0.005829866,0.026395396,0.055139978,0.087372551,week3_kind_compare.csv
uniform,12,0,2,0,dp,242.879535851,4.19227820081,1596,13312,9.484e-06,9.0357e-05,0.00492603,0.005033131,week3_kind_compare.csv
uniform,12,0,2,1,dp,233.10704022,0.0,8196,13312,0.000162566,0.000609359,0.017158491,0.017937709,week3_kind_compare.csv
uniform,12,0,2,2,dp,233.10704022,0.0,26016,13312,0.00021744,0.00258056,0.052536639,0.055343937,week3_kind_compare.csv
uniform,12,0,2,inf,dp,233.10704022,0.0,159744,13312,0.023863902,0.040832661,0.267558842,0.332263575,week3_kind_compare.csv
uniform,12,1,2,0,dp,263.197781265,2.20896432949,1596,13312,1.3492e-05,8.4197e-05,0.007941182,0.008045106,week3_kind_compare.csv
uniform,12,1,2,1,dp,261.467122573,1.5368886318,8196,13312,4.2063e-05,0.000522354,0.015724024,0.016296322,week3_kind_compare.csv
uniform,12,1,2,2,dp,257.509488519,0.0,26016,13312,0.000214216,0.002077802,0.03951928,0.041818518,week3_kind_compare.csv
uniform,12,1,2,inf,dp,257.509488519,0.0,159744,13312,0.029296732,0.053057267,0.201476384,0.283838563,week3_kind_compare.csv
uniform,12,2,2,0,dp,258.8667594,7.66175228352,1596,13312,1.4672e-05,0.000511034,0.00532597,0.005858579,week3_kind_compare.csv
uniform,12,2,2,1,dp,246.216879389,2.40071277672,8196,13312,4.3079e-05,0.000542009,0.018186557,0.018779004,week3_kind_compare.csv
uniform,12,2,2,2,dp,240.444497614,0.0,26016,13312,0.00021953,0.001877715,0.042880888,0.044985133,week3_kind_compare.csv
uniform,12,2,2,inf,dp,240.444497614,0.0,159744,13312,0.016914293,0.035427053,0.207732818,0.260082944,week3_kind_compare.csv
1-center,8,0,2,0,dp,173.639279646,0.278049257451,456,576,3.543e-06,3.0375e-05,0.00012172,0.000159582,week3_kind_compare.csv
1-center,8,0,2,1,dp,173.157815625,0.0,1464,576,1.2482e-05,0.000102507,0.000290965,0.000408251,week3_kind_compare.csv
1-center,8,0,2,2,dp,173.157815625,0.0,2864,576,5.4829e-05,0.000256781,0.000334676,0.000649719,week3_kind_compare.csv
1-center,8,0,2,inf,dp,173.157815625,0.0,4608,576,0.000321625,0.000548195,0.000446152,0.001317982,week3_kind_compare.csv
1-center,8,1,2,0,dp,164.794850368,4.06074334567,456,576,2.426e-06,2.5801e-05,0.000123142,0.00015361,week3_kind_compare.csv
1-center,8,1,2,1,dp,158.364091078,0.0,1464,576,1.2913e-05,0.000113323,0.000226598,0.000354224,week3_kind_compare.csv
1-center,8,1,2,2,dp,158.364091078,0.0,2864,576,5.1011e-05,0.000255221,0.000330224,0.000637997,week3_kind_compare.csv
1-center,8,1,2,inf,dp,158.364091078,0.0,4608,576,0.000331271,0.000489913,0.000437243,0.001259987,week3_kind_compare.csv
1-center,8,2,2,0,dp,169.594954827,0.0,456,576,2.2e-06,2.4678e-05,0.000122581,0.000151245,week3_kind_compare.csv
1-center,8,2,2,1,dp,169.594954827,0.0,1464,576,1.182e-05,0.000101896,0.000214152,0.00032912,week3_kind_compare.csv
1-center,8,2,2,2,dp,169.594954827,0.0,2864,576,5.7352e-05,0.00029256,0.000339173,0.000690631,week3_kind_compare.csv
1-center,8,2,2,inf,dp,169.594954827,0.0,4608,576,0.000335467,0.00048945,0.000430602,0.001257286,week3_kind_compare.csv
1-center,9,0,2,0,dp,178.63222309,0.0,657,1280,2.344e-06,3.8954e-05,0.000324727,0.00036886,week3_kind_compare.csv
1-center,9,0,2,1,dp,178.63222309,0.0,2421,1280,1.7097e-05,0.000163255,0.000659197,0.00084192,week3_kind_compare.csv
1-center,9,0,2,2,dp,178.63222309,0.0,5445,1280,8.2145e-05,0.000456557,0.00448534,0.005027043,week3_kind_compare.csv
1-center,9,0,2,inf,dp,178.63222309,0.0,11520,1280,0.00107324,0.001124078,0.001977488,0.004181023,week3_kind_compare.csv
1-center,9,1,2,0,dp,167.931763196,5.52458596977,657,1280,3.202e-06,3.6911e-05,0.000318051,0.000361208,week3_kind_compare.csv
1-center,9,1,2,1,dp,159.139940378,0.0,2421,1280,1.6587e-05,0.000164931,0.000637485,0.000821257,week3_kind_compare.csv
1-center,9,1,2,2,dp,159.139940378,0.0,5445,1280,8.0528e-05,0.000474512,0.001112989,0.001670399,week3_kind_compare.csv
