kind,n,seed,alpha,k,third,value,gap_vs_unrestricted_pct,generated_ops,reached_or_expanded_states,time_first,time_second,time_third,time_total
2-center,11,2,2,0,dp,222.129432097,3.62938601805,1221,6144,6.288e-06,6.8533e-05,0.002036248,0.002115215
2-center,11,2,2,1,dp,214.34984866,0,5676,6144,3.154e-05,0.000365731,0.005598107,0.005999614
2-center,11,2,2,2,dp,214.34984866,0,16236,6144,0.000564733,0.001235891,0.012633301,0.014439498
2-center,11,2,2,inf,dp,214.34984866,0,67584,6144,0.006256421,0.008902909,0.040930618,0.056097638
2-center,12,0,2,0,dp,225.612188293,1.13518851276,1596,13312,1.0703e-05,0.000125475,0.005544444,0.005687299
2-center,12,0,2,1,dp,223.079811894,0,8196,13312,4.2444e-05,0.000569099,0.020527594,0.021145337
2-center,12,0,2,2,dp,223.079811894,0,26016,13312,0.000278349,0.001974279,0.045912172,0.048173759
2-center,12,0,2,inf,dp,223.079811894,0,159744,13312,0.02503882,0.032990855,0.193841757,0.251886046
2-center,12,1,2,0,dp,197.179239929,2.37836953741,1596,13312,1.4206e-05,8.6912e-05,0.004894087,0.004999852
2-center,12,1,2,1,dp,193.657760824,0.54996564852,8196,13312,4.2194e-05,0.000579518,0.016036288,0.016663209
2-center,12,1,2,2,dp,192.87197549,0.141974313628,26016,13312,0.000210514,0.002052111,0.039956512,0.042225766
2-center,12,1,2,inf,dp,192.598535042,0,159744,13312,0.016828343,0.038182774,0.202720844,0.257739776
2-center,12,2,2,0,dp,225.356612273,3.42279830016,1596,13312,1.3937e-05,8.6492e-05,0.00578043,0.005886415
2-center,12,2,2,1,dp,217.898389887,0,8196,13312,4.2408e-05,0.000560112,0.015914392,0.016523448
2-center,12,2,2,2,dp,217.898389887,0,26016,13312,0.0002077,0.001941,0.064967772,0.0671239
2-center,12,2,2,inf,dp,217.898389887,0,159744,13312,0.034096915,0.044703941,0.21738933,0.296198318
